0.22	2e-09	1.00006e-08	
0.24	4e-09	1.00012e-08	
0.26	9e-09	1.00027e-08	
0.28	2e-08	1.0006e-08	
0.30000000000000004	4.4e-08	1.0013200000000001e-08	
0.32000000000000006	9.7e-08	1.00291e-08	
0.3400000000000001	2.09e-07	1.0062700000000001e-08	
0.3600000000000001	4.6e-07	1.0138e-08	
0.3800000000000001	9.93e-07	1.02979e-08	
0.40000000000000013	2.161e-06	1.06483e-08	
0.42000000000000015	4.775e-06	1.14325e-08	
0.44000000000000017	1.0451e-05	1.31353e-08	
0.4600000000000002	2.2603e-05	1.6780899999999998e-08	
0.4800000000000002	4.8805e-05	2.4641499999999996e-08	
